"DQN,Training Steps:2500000, NumFrames:5"
1000,2000
0,100
-10.0,8.1
100.0,20.0
"DQN,Training Steps:2500000, NumFrames:5"
1000
100
8.4
17.0
"A2C,Training Steps:2500000, NumFrames:5"
1000,2000,3000,4000,5000,6000,7000,8000,9000,10000,11000,12000
15,10,13,10,20,19,21,31,33,45,98,100
-8.0,-8.75,-8.29,-8.64,-7.42,-7.57,-7.3,-5.74,-5.66,-3.65,5.8,8.49
95.14,97.55,95.98,96.51,94.37,94.93,94.2,88.66,89.95,81.99,40.96,16.11
"A2C,Training Steps:2500000, NumFrames:5"
1000,2000,3000,4000,5000,6000,7000,8000,9000,10000,11000,12000
13,13,21,19,16,13,26,31,33,52,92,100
-8.31,-8.31,-7.34,-7.51,-7.77,-8.26,-6.62,-5.83,-5.63,-3.08,4.49,6.99
96.18,96.2,94.57,94.31,93.89,95.71,92.44,89.63,89.65,83.35,47.99,31.07
"ACKTR,Training Steps:2500000, NumFrames:5"
1000,2000,3000
13,74,100
-8.35,0.64,8.39
96.59,68.39,17.12
"ACKTR,Training Steps:2500000, NumFrames:5"
1000,2000
88,100
2.94,8.66
59.52,14.36
