"POQL, 30000,InitEps:0.9, TargetEps:0.1,AlergiaEps:0.005,Curiosity:None,Freeze:12000"
1000,2000,3000,4000,5000,6000,7000,8000,9000,10000,11000,12000,13000,14000,15000,16000,17000,18000,19000,20000,21000,22000,23000,24000,25000,26000,27000,28000,29000,30000
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43.12,-8.61,106.41,143.84,150.0,105.84,57.18,72.94,168.1,57.94,102.95,150.81,58.14,104.97,13.72,150.0,121.29,28.75,91.36,121.6,110.01,97.2,207.35,63.13,69.69,79.18,223.34,40.83,145.06,150.95
100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
