"POQL, 30000, Update Interval:2000InitEps:0.5, TargetEps:0.1,AlergiaEps:0.005,Curiosity:None,Freeze:12000"
1000,2000
0,100
-15.0,97.7
150.0,24.0
"POQL, 30000, Update Interval:2000InitEps:0.5, TargetEps:0.1,AlergiaEps:0.005,Curiosity:None,Freeze:12000"
1000,2000,3000,4000,5000,6000,7000,8000,9000,10000,11000,12000
0,0,0,0,0,0,0,0,0,0,0,100
-15.0,-15.0,-15.0,-15.0,-15.0,-15.0,-15.0,-15.0,-15.0,-15.0,-15.0,97.6
150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,25.0
"POQL, 30000, Update Interval:2000InitEps:0.5, TargetEps:0.1,AlergiaEps:0.005,Curiosity:None,Freeze:12000"
1000,2000,3000,4000,5000,6000,7000,8000,9000,10000,11000,12000
0,0,0,0,0,0,0,0,100,0,100,100
-15.0,-4.9,-15.0,-15.0,-15.0,-15.0,-15.0,-15.0,106.7,-4.9,106.7,106.7
150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,35.0,150.0,35.0,35.0
"POQL, 30000, Update Interval:2000InitEps:0.5, TargetEps:0.1,AlergiaEps:0.1,Curiosity:None,Freeze:12000"
1000,2000,3000,4000,5000,6000,7000,8000,9000,10000
0,0,0,0,0,0,0,0,0,100
-4.9,-15.0,-15.0,-4.9,-15.0,-15.0,-4.9,-4.9,-4.9,103.8
150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,64.0
"POQL, 30000, Update Interval:2000InitEps:0.5, TargetEps:0.1,AlergiaEps:0.1,Curiosity:5,Freeze:12000"
1000,2000,3000,4000,5000,6000,7000,8000
0,0,0,0,0,0,0,100
-15.0,-15.0,-15.0,-15.0,5.2,-15.0,-15.0,117.7
150.0,150.0,150.0,150.0,150.0,150.0,150.0,26.0
"POQL, 30000, ModelType:mdp,Update Interval:1000InitEps:0.4, TargetEps:0.1,AlergiaEps:0.005,Curiosity:None,Freeze:10000"
1000,2000,3000,4000
0,0,0,100
-15.0,-4.9,-15.0,117.7
150.0,150.0,150.0,26.0
