"POQL, 20000"
1000,2000,3000,4000,5000,6000
94,13,1,0,0,100
4.84,-8.2,-9.88,-10.0,-10.0,8.19
46.5,95.14,99.85,100.0,100.0,19.1
"POQL, 20000"
1000,2000,3000,4000,5000,6000,7000,8000,9000
0,0,0,2,0,20,0,0,100
-10.0,-10.0,-10.0,-9.63,-10.0,-6.49,-10.0,-10.0,7.7
100.0,100.0,100.0,98.32,100.0,85.09,100.0,100.0,24.01
