"ACER,2500000"
-8.77,-8.32,-8.8,-8.4,-9.31,-7.71,-9.0,-8.95,-9.37,-10.11,-7.98,-8.85,-8.79,-9.15,-10.21,-8.19,-8.36,-9.17,-8.65,-9.38,-10.71,-8.97,-10.99,-10.1,-8.87,-9.12,-8.48,-8.31,-10.36,-8.59,-8.41,-10.16,-8.37,-10.48,-8.64,-8.97,-8.6,-9.47,-6.85,-8.37,-8.49,-8.84
71.41,70.68,72.54,69.53,73.06,69.64,71.03,72.29,72.36,76.07,69.47,70.75,73.01,73.29,76.05,70.54,69.85,71.34,70.27,74.46,76.5,73.93,78.9,76.01,71.4,73.64,69.92,72.17,75.25,72.02,70.59,76.79,69.41,77.4,70.24,71.9,69.54,73.37,65.87,70.9,72.01,71.76
"ACTOR,2500000"
1000,2000,3000,4000,5000,6000,7000,8000,9000,10000,11000,12000,13000,14000,15000,16000,17000,18000,19000,20000,21000,22000,23000,24000,25000,26000,27000,28000,29000,30000,31000
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0
100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
"ACTOR,2500000"
1000,2000,3000,4000,5000,6000,7000,8000,9000,10000,11000,12000,13000,14000,15000,16000,17000,18000,19000,20000,21000,22000,23000,24000,25000,26000,27000,28000,29000,30000,31000
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0
100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
